,Transaction_ID,Date,Month,Location_ID,Product_ID,Sales_Channel,Units_Sold,Unit_Price,Revenue,Donations,Total_Revenue
43,1a23d9ec-af7d-49f4-a7a3-0e827502096c,5/14/2024,May,4,5,YouTube Revenue,10,741.56,7415.6,0,7415.6
44,dc06cf2e-362d-499e-a7a7-0464f141a5c7,1/21/2024,January,4,4,Online Store,6,761.46,4568.76,199.46,4768.22
45,b047786c-9026-4d4d-a920-bc7b3dbbc1da,11/24/2024,November,3,1,Studio Services,13,671.11,8724.43,517.68,9242.11
46,cfa96657-6601-4f02-83c8-00f4d51080c3,6/15/2024,June,2,1,YouTube Revenue,9,306.98,2762.82,0,2762.82
47,a2535c05-e021-417a-b66d-2fe4568d282e,9/30/2024,September,2,5,Retail Store,11,571.82,6290.02,0,6290.02
48,46550544-48f2-4254-879c-7d6b6c816e0e,3/29/2024,March,4,2,Retail Store,6,891.69,5350.14,0,5350.14
49,f772021b-0128-4fbe-8d90-51536e49160f,11/11/2024,November,5,3,Studio Services,8,136.29,1090.32,955.96,2046.28
50,536df562-b051-447c-9354-8d6ed5718e29,1/14/2024,January,5,3,Online Store,4,462.47,1849.88,266.86,2116.74
51,e68a988a-8dd0-4e6d-b4b7-4189c6499430,8/29/2024,August,4,1,Studio Services,8,732.46,5859.68,193.9,6053.58
52,c1c9b567-4abf-4b05-b81b-8eb67286da0e,9/21/2024,September,4,3,Retail Store,11,476.94,5246.34,0,5246.34
53,d699f5c5-b330-40fb-a03d-8adab3879488,12/11/2024,December,2,5,Online Store,14,661.98,9267.72,559.19,9826.91
54,7e91c521-26f1-41b7-b5d7-097748c9c6eb,2/22/2024,February,6,2,YouTube Revenue,7,781.84,5472.88,0,5472.88
55,f6b3b21e-3c15-46cd-b5f3-2963bf3df619,12/5/2024,December,6,3,Studio Services,13,546.4,7103.2,1047.44,8150.64
56,9aab78e7-5946-47c3-a30e-3351042c398b,4/1/2024,April,5,1,Retail Store,12,601.8,7221.6,0,7221.6
57,fbc4c382-f0d5-4273-9e0a-97dea92b335d,9/20/2024,September,1,1,YouTube Revenue,7,518.37,3628.59,0,3628.59
58,f822af14-30a5-4fc3-9892-505cc1006d6e,2/4/2024,February,4,1,Online Store,16,559.56,8952.96,146.13,9099.09
59,0edcfc30-4158-418b-8304-50fdf0787d6a,7/24/2024,July,6,5,Retail Store,8,920.52,7364.16,0,7364.16
60,53ac5585-5b3a-4a9b-a6cd-bace8ad9e9c7,3/21/2024,March,3,1,Online Store,9,487.21,4384.89,1062.53,5447.42
61,8ec48370-0e49-4ab5-ae11-2c6c1bb63360,2/19/2024,February,1,3,Online Store,10,429.37,4293.7,113.19,4406.89
62,45605b2e-0e62-4116-b907-2a4292404c47,12/25/2024,December,7,5,Studio Services,8,708.35,5666.8,1698.16,7364.96
63,db6c42b8-4141-4820-8ec8-10e49c673e48,1/2/2024,January,6,1,Online Store,8,331.42,2651.36,207.22,2858.58
64,bd7ed1ef-2f8f-49bf-86a8-e0a361573ab4,2/23/2024,February,7,1,Retail Store,6,377.06,2262.36,0,2262.36
65,abcec20d-bfe7-44a7-a23e-a2a7cd9bcd6a,4/15/2024,April,5,1,Retail Store,10,378.33,3783.3,0,3783.3
66,38488654-d1ae-41ee-9b68-d3168518b5ec,9/16/2024,September,5,4,Online Store,5,448.83,2244.15,123.89,2368.04
67,13daf064-877e-4a05-a0f1-5342b986cfab,11/5/2024,November,6,1,Retail Store,19,457.56,8693.64,0,8693.64
68,2e5edb2b-1213-491a-b5ae-0a1baf076978,7/9/2024,July,4,3,YouTube Revenue,8,639.82,5118.56,0,5118.56
69,ee13f546-a7a0-4801-8c53-5d4fa7d54f04,8/5/2024,August,7,2,Retail Store,9,431.53,3883.77,0,3883.77
70,9d495bd6-06ff-4aae-abc7-c9b4c30e3b4a,2/13/2024,February,5,3,Studio Services,8,647.89,5183.12,334.05,5517.17
71,c4a01150-8a36-459d-b24e-2697e11d653f,6/10/2024,June,4,4,Studio Services,8,672.84,5382.72,128.45,5511.17
72,806a275c-d8f5-427b-b6c0-a313a9357872,7/20/2024,July,2,5,Online Store,13,369.3,4800.9,306.19,5107.09
73,be232ad4-a8ee-45ad-a232-c834f5a8fa0c,9/26/2024,September,4,4,Studio Services,9,668.54,6016.86,228.72,6245.58
74,78f6b4a8-c88e-48ea-8d4d-6d781c343196,12/16/2024,December,3,1,YouTube Revenue,11,686.68,7553.48,0,7553.48
75,113b2534-7084-4d85-bf58-b115df8428dd,10/30/2024,October,4,1,Online Store,16,147.81,2364.96,626.82,2991.78
76,10709c80-b993-4c89-bad8-35e0c2ad24f6,9/27/2024,September,4,3,Retail Store,10,558.7,5587,0,5587
77,e9ccc17f-7aa8-4142-afab-d07c7a898536,8/2/2024,August,4,4,Online Store,7,398.72,2791.04,270.51,3061.55
78,38328c32-17d1-4881-aa73-0f06cd910dd5,9/8/2024,September,4,2,Online Store,8,760.61,6084.88,100.41,6185.29
79,574cabaf-cf8f-4d1b-8b6b-865d5485f193,7/8/2024,July,7,1,Studio Services,11,396.68,4363.48,192.53,4556.01
80,e7373a7b-744c-4934-85a8-cfd86258b906,10/22/2024,October,5,1,Online Store,12,232.1,2785.2,569.19,3354.39
81,bfd83cb5-f546-4abc-ba5d-830f6a4e5f0d,7/31/2024,July,3,4,Studio Services,8,494.04,3952.32,531.68,4484
82,cd841a2f-1405-4866-beda-4d9113156844,7/26/2024,July,3,1,Online Store,13,320.61,4167.93,291.85,4459.78
83,fe66955e-0e7c-43f1-ac58-29709a50506b,8/24/2024,August,6,2,Retail Store,6,669.92,4019.52,0,4019.52
84,72cf684b-08b1-4910-b2fb-62a3c1403d33,12/3/2024,December,3,2,Studio Services,11,338.28,3721.08,336.03,4057.11
85,1702b452-4300-4157-bb21-db540e1f984e,2/22/2024,February,7,5,Online Store,7,496.5,3475.5,489.73,3965.23
86,17aa5985-e7a8-405d-8a77-95a853c97212,10/6/2024,October,1,5,Retail Store,9,809.16,7282.44,0,7282.44
87,616f5f5e-32df-4966-b66e-f594e94b87d4,8/4/2024,August,2,5,Online Store,7,719.71,5037.97,355.08,5393.05
88,db974ed3-c9f5-45a5-b784-d6f1b8213692,9/8/2024,September,5,1,Retail Store,15,595.57,8933.55,0,8933.55
89,a06f93ad-f212-40f9-b904-602dcb7f3dc7,7/6/2024,July,4,4,Online Store,13,474.48,6168.24,535.18,6703.42
90,093f6e8d-7ecf-4ee6-a49e-6fb90764943d,2/10/2024,February,5,5,Online Store,11,576.58,6342.38,352.24,6694.62
91,924fdb29-ed99-45f9-a0fe-48af5d63420f,6/5/2024,June,3,4,Online Store,12,637.8,7653.6,206.29,7859.89
92,36fbc2a1-2710-45bd-b75c-8ad4a53c3bc7,1/15/2024,January,1,1,Studio Services,13,302.68,3934.84,327.53,4262.37
93,d5221c9e-918f-47e4-8ca3-50644acf8094,10/27/2024,October,5,4,Online Store,6,670.27,4021.62,478.32,4499.94
94,0a4aa54d-b2c3-459e-91f0-da68c58b38d0,3/5/2024,March,5,5,Retail Store,4,279.66,1118.64,0,1118.64
95,e57a1189-5acf-4d60-990a-a199caf78eac,12/10/2024,December,5,1,Online Store,8,614.49,4915.92,589.57,5505.49
96,38017811-f9c5-491c-bc54-e17bb37d39d7,11/22/2024,November,6,1,Studio Services,8,278.62,2228.96,615.55,2844.51
97,26b77b24-e6e3-4bb7-9fa4-84a262a06b18,1/9/2024,January,3,2,Retail Store,7,892.56,6247.92,0,6247.92
98,1152a440-d26c-4f9b-a5d7-c8bdbcd72695,12/9/2024,December,5,3,Retail Store,13,652.67,8484.71,0,8484.71
99,3a96f158-3ac7-4fc0-86ef-18af79aff871,5/8/2024,May,1,2,Retail Store,7,188.79,1321.53,0,1321.53
100,b6e09ee8-2e32-4565-a6c3-b8c27b886d16,5/15/2024,May,7,1,Retail Store,9,499.81,4498.29,0,4498.29
101,94297d45-d408-480d-b2c3-b7c0a9f5e8ab,3/3/2024,March,5,1,YouTube Revenue,10,395.72,3957.2,0,3957.2
102,8dd66049-d24a-4ede-b3bc-94a39ca7ffbb,5/18/2024,May,6,5,YouTube Revenue,13,372.05,4836.65,0,4836.65
103,4ae5d607-32b6-4042-9675-17017b2f0b85,3/21/2024,March,7,5,Retail Store,10,529.42,5294.2,0,5294.2
104,a546b6d2-1998-4559-9c2f-52195a17254b,6/11/2024,June,2,5,Online Store,5,314.4,1572,264.9,1836.9
105,6736d703-df08-4698-89a1-533ac875c5ed,10/15/2024,October,5,4,Retail Store,6,652.29,3913.74,0,3913.74
106,204bf94f-a0c5-4aef-a54d-1cdddfdefdee,9/17/2024,September,5,4,Studio Services,8,640.93,5127.44,506.14,5633.58
107,51edf5db-cea1-4b54-add0-9b3038a8ce23,8/18/2024,August,5,4,Studio Services,5,570.28,2851.4,323.8,3175.2
108,3cedc4ac-07d3-4b03-8b3c-2ba8ee1eba10,2/10/2024,February,7,2,Retail Store,7,496.1,3472.7,0,3472.7
109,99eed20f-2784-4877-ab59-67de82cd40bd,1/28/2024,January,1,5,Studio Services,11,631.96,6951.56,92.26,7043.82
110,0a126c82-90af-42a9-86b8-1b12429deb39,5/14/2024,May,5,5,YouTube Revenue,8,658.28,5266.24,0,5266.24
111,5d17c148-e20b-46ba-bfea-31dacaa264d7,7/19/2024,July,5,5,Retail Store,10,590.98,5909.8,0,5909.8
112,58e422ff-6093-44c9-be18-f8ff0cc2e94f,11/23/2024,November,5,2,Retail Store,10,237.63,2376.3,0,2376.3
113,76bca17c-a5e0-406c-8194-692e69ffe576,9/24/2024,September,5,1,Online Store,7,342.32,2396.24,107.99,2504.23
114,3e594070-2b0e-4554-937c-2de09cf5365d,2/2/2024,February,7,5,YouTube Revenue,15,446.39,6695.85,0,6695.85
115,a92a563c-bdd8-46ae-a991-636d510cdad8,2/17/2024,February,2,1,Studio Services,12,204.84,2458.08,283.83,2741.91
116,75462107-c3e5-425f-94f2-b265a66a1280,3/2/2024,March,2,5,YouTube Revenue,9,544.8,4903.2,0,4903.2
117,61f814a3-6da7-4126-85f4-23243cabd456,8/3/2024,August,5,4,Studio Services,11,782.2,8604.2,254.92,8859.12
118,f5ac8431-46a0-4854-8b03-c017b5fdfa79,10/19/2024,October,3,2,Online Store,13,750.34,9754.42,582.63,10337.05
119,27d742cf-fe68-4276-831c-2ddb5d6ee352,4/8/2024,April,2,1,YouTube Revenue,8,647.93,5183.44,0,5183.44
120,cc2e4c9f-a7fd-489a-a90a-b187514f0c15,6/20/2024,June,6,4,YouTube Revenue,6,645.54,3873.24,0,3873.24
121,ef657259-daed-4602-9f6c-94bb16f1d20d,12/25/2024,December,5,3,Retail Store,11,943.06,10373.66,0,10373.66
122,d16fbaa8-1698-48af-8956-9527c5b24a3e,8/1/2024,August,7,1,Online Store,13,668.77,8694.01,327,9021.01
123,f6a7b5ae-aa6c-4d46-9123-608567d8e958,2/4/2024,February,3,1,YouTube Revenue,10,685.13,6851.3,0,6851.3
124,043310c8-552a-4b27-8304-6c01359992b0,8/14/2024,August,5,1,Retail Store,10,212.22,2122.2,0,2122.2
125,853fe22f-9e36-492f-be6f-ff6539356d79,4/10/2024,April,4,1,YouTube Revenue,10,766.56,7665.6,0,7665.6
126,94e05918-c21a-4ca0-a29e-ddbdc92d2e4e,5/10/2024,May,1,4,Retail Store,6,579.7,3478.2,0,3478.2
127,c036071a-e855-4189-840b-133f7e96b9eb,9/13/2024,September,1,5,Online Store,13,484.04,6292.52,656.32,6948.84
128,a839e8d6-4993-4d49-9ddd-0817751dd4e8,1/5/2024,January,4,4,YouTube Revenue,13,434.47,5648.11,0,5648.11
129,3f0c9eee-da5b-4a55-b543-aa5d48db048d,8/5/2024,August,4,5,Retail Store,9,390.28,3512.52,0,3512.52
130,7c1057ba-d7d8-4ccf-83c9-9f3111c91860,9/11/2024,September,1,1,Retail Store,12,751.36,9016.32,0,9016.32
131,9de07d8d-3e74-4ff6-9eee-ee8a1419e8fe,12/24/2024,December,3,5,Online Store,11,494.33,5437.63,647.72,6085.35
132,251d6d2a-6f26-4141-b3bf-93deda762a2c,10/9/2024,October,5,1,Studio Services,9,397.66,3578.94,274.17,3853.11
133,05c03c21-10ae-495d-9386-8fd7ae28494a,7/25/2024,July,1,5,Retail Store,6,345.69,2074.14,0,2074.14
134,e842cca6-f104-47b7-842f-cdf5e57bd503,1/15/2024,January,5,4,Studio Services,11,534.12,5875.32,106.03,5981.35
135,5c1d3edb-4958-4d2b-b81e-01e2ec868aa6,12/11/2024,December,3,5,Retail Store,7,428.08,2996.56,0,2996.56
136,2fa09c29-36b7-43f2-a986-4761d4284ffa,2/11/2024,February,5,3,Studio Services,10,382.45,3824.5,434.89,4259.39
137,42cfe6e8-959b-481b-8757-d7ac53506b7f,6/27/2024,June,5,1,Studio Services,11,223.57,2459.27,303.92,2763.19
138,c937e981-9259-4de3-850c-864ebbd7cac0,3/3/2024,March,2,1,Online Store,13,691.87,8994.31,0,8994.31
139,35500ef3-d5d0-4e5b-9326-17fc014d9713,12/17/2024,December,7,1,Online Store,10,472.4,4724,1009.17,5733.17
140,e61ed786-67a2-41c0-9296-a6a8df7f4318,8/18/2024,August,5,3,Online Store,8,282.95,2263.6,289.9,2553.5
141,2f891301-5c47-40eb-95db-937303d06c12,8/28/2024,August,5,1,Online Store,18,445.75,8023.5,228.35,8251.85
142,a031e9da-a1c8-4ea1-bfec-fc5235312cac,2/21/2024,February,5,5,Retail Store,16,609.83,9757.28,0,9757.28
143,5fadabd2-cbf4-423c-affb-9a5e93a764ec,4/5/2024,April,4,3,Retail Store,9,505.77,4551.93,0,4551.93
144,d2462cac-44d9-4710-99cd-aecc43c3cf51,8/9/2024,August,1,5,Retail Store,16,538.2,8611.2,0,8611.2
145,3d4f83e5-f7d6-4560-8d3e-69d4369dd20c,8/18/2024,August,4,1,Online Store,12,508.51,6102.12,294.5,6396.62
146,f6d5e548-f911-46f6-b33b-6c69e581e01c,8/24/2024,August,3,1,Retail Store,7,244.63,1712.41,0,1712.41
147,462dc72d-e9fd-4ee3-8222-66f46753e1a4,5/22/2024,May,1,4,Online Store,7,689.7,4827.9,93.75,4921.65
148,a5f9ef57-f2aa-4657-927a-a15f3524d1eb,6/19/2024,June,4,3,Studio Services,12,158.35,1900.2,595.39,2495.59
149,17efe0b7-3f26-4be7-a32c-b71d859fe47b,1/29/2024,January,5,5,Retail Store,11,592.31,6515.41,0,6515.41
150,2ad25285-18be-4d4d-924a-8ec986a9fc50,2/5/2024,February,5,1,Online Store,6,623.11,3738.66,368.45,4107.11
151,8ed837d8-6093-43df-b5d5-d44c842a175b,1/13/2024,January,2,4,Online Store,11,456.03,5016.33,0,5016.33
152,062e8a07-fd34-4532-bbf0-ddd24b1d6289,6/8/2024,June,2,3,YouTube Revenue,14,570.68,7989.52,0,7989.52
153,7a814479-d421-43fe-9c4c-3af65e697fe9,11/22/2024,November,4,5,Studio Services,12,444.57,5334.84,548.05,5882.89
154,4ec6c5c0-1855-4007-8de0-dd9ca036de8c,7/5/2024,July,7,4,Studio Services,11,573.1,6304.1,373.21,6677.31
155,9599143b-bdba-4d82-b8a9-c9de61973a5c,8/30/2024,August,2,1,Studio Services,9,698.58,6287.22,83.06,6370.28
156,d59936dd-4361-4fe3-9bc3-e49324e69b73,3/26/2024,March,4,5,Retail Store,11,341.57,3757.27,0,3757.27
157,8b86e381-e1be-48c0-b3ab-bffa76f59017,10/10/2024,October,3,3,YouTube Revenue,10,634.79,6347.9,0,6347.9
158,f995aeb7-2107-476f-a09c-fd4391386e01,3/6/2024,March,2,1,YouTube Revenue,6,838.48,5030.88,0,5030.88
159,f5468d5c-7612-4cfb-8687-531c2c6fd933,6/18/2024,June,7,4,Retail Store,14,552.91,7740.74,0,7740.74
160,2492bb3a-12fb-4dab-b3f7-a20299d866cd,2/14/2024,February,3,2,Studio Services,12,399.38,4792.56,396.05,5188.61
161,9592a3ce-fe63-4fb4-86d0-8174a9b67338,3/2/2024,March,5,3,Retail Store,8,952.65,7621.2,0,7621.2
162,173bdca0-e764-41ea-b89e-15820658a07b,5/13/2024,May,6,1,Online Store,11,517.74,5695.14,702.99,6398.13
163,b5e3928c-bc83-45ca-818e-e65ec333b7a6,10/10/2024,October,4,1,Retail Store,7,546.31,3824.17,0,3824.17
164,9b95cfae-f811-4884-8076-088989654adf,1/28/2024,January,4,5,Online Store,5,550.47,2752.35,153.34,2905.69
165,4db7e93b-973c-48eb-882c-1cc866074b3f,4/17/2024,April,4,2,YouTube Revenue,8,589.57,4716.56,0,4716.56
166,044c9675-8da9-4feb-ad1b-94936bd393bf,2/13/2024,February,4,1,Online Store,9,432.23,3890.07,377.12,4267.19
167,c3910a34-c286-4a32-a3e3-78e7112c574b,12/5/2024,December,7,5,Online Store,14,538,7532,1012.64,8544.64
168,c42bcef1-a08d-4f96-afd4-e9cf498f4972,10/12/2024,October,5,2,Retail Store,6,690.44,4142.64,0,4142.64
169,a9e69107-fb96-4fa6-9610-f0070273749b,11/26/2024,November,2,1,YouTube Revenue,16,425.32,6805.12,0,6805.12
170,c51cbd66-9269-4c29-99c2-ab4f67125ee7,5/7/2024,May,5,3,Retail Store,10,416,4160,0,4160
171,b706e5ca-a9ac-4559-baf8-95056ed2fae1,12/13/2024,December,7,1,Online Store,8,441.58,3532.64,1422.88,4955.52
172,9ba0d964-bf51-4e1e-87c3-c846dfe1dac1,8/18/2024,August,5,4,Studio Services,15,280.45,4206.75,233.67,4440.42
173,697a010b-6ed6-4860-9bd6-251da14db540,7/8/2024,July,1,5,YouTube Revenue,8,363.43,2907.44,0,2907.44
174,573b5063-075e-4257-93e3-1b016f99bc7c,8/12/2024,August,4,1,Online Store,6,355.28,2131.68,89.99,2221.67
175,abb11d33-381e-458a-a216-e46a8854966b,10/9/2024,October,7,5,YouTube Revenue,10,499.9,4999,0,4999
176,4612e08d-5ebc-4700-a114-a9dd4da24dac,4/30/2024,April,1,5,YouTube Revenue,9,667.23,6005.07,0,6005.07
177,dcb310b4-44d4-407a-ba62-6bee441dd591,4/25/2024,April,7,2,Studio Services,9,790.74,7116.66,771.25,7887.91
178,7f6f8169-234f-42c9-8c3a-8f56af67f496,8/20/2024,August,1,2,Online Store,6,511.44,3068.64,98.91,3167.55
179,e3f68da4-11b4-4558-acf1-c5a906618cc1,9/15/2024,September,4,3,Retail Store,9,591.29,5321.61,0,5321.61
180,b7c851ea-0033-4e5e-a96b-b9913b63ecbd,12/24/2024,December,3,1,Retail Store,10,548.68,5486.8,0,5486.8
181,e4c83b37-8be2-4850-8a8d-87023356a88d,7/16/2024,July,5,1,Retail Store,10,81.31,813.1,0,813.1
182,95c44881-6326-44f0-bade-8afc90cb7b63,5/16/2024,May,5,1,Online Store,10,270.42,2704.2,729.86,3434.06
183,66cf4566-4340-426a-9c4e-9ee1418449e7,11/13/2024,November,4,3,Retail Store,11,652.25,7174.75,0,7174.75
184,ee5b6f57-e8de-4c6e-8bea-b78d0c2d1754,6/13/2024,June,3,4,Online Store,9,671.7,6045.3,400.94,6446.24
185,bc8246b0-18ef-4fab-9a98-43752fcd721d,8/12/2024,August,2,5,Retail Store,12,667.12,8005.44,0,8005.44
186,610cc12c-e628-4046-a7ad-366d6fda1d51,11/2/2024,November,3,1,Retail Store,11,464.44,5108.84,0,5108.84
187,8884a711-6d26-447a-9ba2-917d481ab4ff,8/21/2024,August,1,3,Studio Services,13,101.03,1313.39,160.17,1473.56
188,1f14aa93-505c-4d7b-844b-24c012ce8b07,6/20/2024,June,3,2,Online Store,13,294.3,3825.9,499.56,4325.46
189,93f32583-1476-4bee-b99f-604280659d2d,5/31/2024,May,6,2,Retail Store,13,324.9,4223.7,0,4223.7
190,3b9909aa-f76b-4a35-9923-2ac762b2430b,11/10/2024,November,7,4,YouTube Revenue,10,625.75,6257.5,0,6257.5
191,521607dc-22d4-470b-a8ea-be3e9b26acf7,6/8/2024,June,1,1,Retail Store,7,428.53,2999.71,0,2999.71
192,6395c572-338e-4d92-8dfb-88639c3fcd4a,4/5/2024,April,3,1,YouTube Revenue,10,838.08,8380.8,0,8380.8
193,eb504b23-8350-45ef-97ef-c5e9de93ff17,8/20/2024,August,7,4,YouTube Revenue,8,793.53,6348.24,0,6348.24
194,d1d2c4e3-e28c-4417-8bfb-eae6f52b32d7,6/28/2024,June,1,3,Retail Store,8,834.74,6677.92,0,6677.92
195,d17b26d6-539d-4e1a-a6bb-02ee3ef5b8af,4/22/2024,April,1,5,YouTube Revenue,11,316.7,3483.7,0,3483.7
196,875ea22c-b518-479c-ba4c-28f4d44235da,11/13/2024,November,5,2,Online Store,4,598.18,2392.72,546.97,2939.69
197,80006698-28f0-44ca-81c1-d2e5b4e0c703,2/21/2024,February,4,2,Online Store,10,404.5,4045,260.15,4305.15
198,ca31107a-6f3c-44c7-81b4-f1943379c660,9/24/2024,September,2,3,Retail Store,9,565.57,5090.13,0,5090.13
199,4a40db9e-2e04-49ac-bc16-c803a9f51ae1,10/21/2024,October,5,3,Retail Store,11,338.88,3727.68,0,3727.68
200,da99235d-684d-43fd-a340-5a121d1cbc28,4/22/2024,April,3,5,Studio Services,13,745.23,9687.99,295.74,9983.73
201,2254cc3d-40e8-4f79-8aee-847635be1740,4/10/2024,April,6,5,Retail Store,16,342.61,5481.76,0,5481.76
202,c97be1ed-ffae-44c3-ae39-c5938a0484d0,4/22/2024,April,7,5,Online Store,12,110.55,1326.6,0,1326.6
203,68421177-c5df-42cb-9af0-f37e5458c14e,3/21/2024,March,5,2,Online Store,9,906.76,8160.84,817.58,8978.42
204,a62f36a7-92b4-496a-baab-bf4b08c75b0b,7/5/2024,July,1,2,Online Store,13,588.5,7650.5,6.94,7657.44
205,e68f890c-fdab-4760-8921-524f966879c9,4/22/2024,April,3,2,Retail Store,11,286.17,3147.87,0,3147.87
